No.,Code,Question,Answer,Note
185,RF024,"Đang dùng 1 combo, nhưng muốn mua thêm đèn để bổ sung vào bộ combo đó, thì phải làm thế nào?
(ví dụ đang dùng combo 6, muốn mua thêm 3 đèn bổ sung để tạo combo 9,..)","Cách 1 : A/c mua thêm combo 4 (bộ combo có số lượng đèn gần nhất với số lượng đèn khách muốn thêm) về, lấy 3 đèn ra sử dụng và add thêm vào combo trước đó (hướng dẫn khách add lại đèn), còn 1 đèn để dự phòng. Remote mới mua có thể sao chép hoặc để dự phòng
Cách 2: mua thêm 3 đèn RF lẻ để add thêm vào bộ combo đã có
=> Hỏi khách đang remote version bao nhiêu, hướng dẫn mua đúng Version nhìn trên remote: remote version V1 thì mua đèn V1; remote V2 thì dùng được cả đèn version V1 và V2.
=>Lưu ý với khách hàng là nên theo cách 1: mua thêm combo 4 sẽ có lợi ích gì: giá rẻ hơn (thêm 1 chút tiền so với mua 3 đèn lẻ, nhưng được combo 4 đèn  Remote); có Remote thứ 2 để nhân bản và dự phòng khi mất 1 Remote","Có 2 phương án add đèn:
 Bật tắt tất cả đèn cũ và đèn mới, add tất cả đèn vào remote đang dùng
 Chỉ cần add đèn mới vào remote đang dùng
 Thao tác add đèn như TH câu hỏi mã CB18"
186,RF025,"Đã dùng 1combo, giờ muốn điều khiển 2 lộ đèn/ 2 khu vực đèn độc lập?","A/c chỉ cần mua thêm combo dành cho 2 khu vực trên và việc điều khiển từ remote của a/c sẽ không bị ảnh hưởng 2 khu vực
TH khách muốn mua bộ combo dùng cho cả 2 khu vực (vd combo 10 chia 2 mỗi bên 5 đèn): A/c chị cần mua thêm 1 remote nữa. Vì 1 bộ combo đã có 1 remote nến a/c dùng chung remote thì sẽ không điều khiển 2 khu vực với kịch bản bật tắt đèn khác nhau. Có thể a/c muốn bên đèn sáng trắng bên tắt chả hạn.
Em lưu ý khi mua remote mới thì a/c chú ý remote version bao nhiêu,bằng cách nhìn trên remote: remote version V1 thì mua đèn V1; remote V2 thì dùng được cả đèn version V1 và V2.",
187,RF026,"Đang sử dụng 1 combo 1 remote, giờ muốn có 1 Remote nữa để điều khiển (điều khiển kịch bản và đèn giống remote gốc)","A/c có thể sử dụng 2 remote với chức năng điều khiển như nhau nhé. A/c chỉ cần mua 1 remote mới và sao chép Remote đã đang dùng là được ạ.
 A/c có thể đem Remote cũ ra Đại lý để sao chép
 A/c có thể mua thêm 1 Remote để tự sao chép với thao tác đơn giản như sau: (ô bên cạnh)","Cách sao chép Remote: Nhấn đồng thời phím ""ON"" trên Remote cũ và phím ""OFF"" trên remote mới trong vòng 5s, đến khi đèn báo trên Remote mới nháy sáng 3 lần là hoàn thành. Khi đó 2 Remote có tác dụng như nhau"
188,RF027,"Tôi muốn thêm chủng loại đèn khác vào Combo đang sử dụng được không (vd: ốp trần, led dây,...)","Anh/Chị cho em hỏi loại đèn a/c đang muốn bổ sung điều khiển cùng hệ thống ạ? 
Thêm được A/c phải mua đúng loại đèn RF Rạng Đông, sau đó a/c tiến hành thao tác add lại đèn và remote như sau:
Thao tác Add đèn: 
Bước 1. Bật tất cả(Cấp diện cho đèn)
Bước 2: Bấm lần lượt: HẰNG NGÀY THƯ GIÃN ON GIẢI TRÍ LỄ HỘI (sẽ thấy các đèn nháy sáng 1 lần)
Bước 3: Tắt đèn bằng công tắc đấu nối nguồn điện để rồi bật lại và điều khiển thử
Lưu ý:
Thời gian chuyển giữa các bước phải <10s
Đèn phải nháy ở bước 2 thì mới thành công",
189,RF028,Có một số đèn trong combo không sáng?,"A/c hãy kiểm tra xem dây cấp nguồn cho đèn có bị đứt, cầu đấu có bị lỏng không? 
Nếu vẫn có nguồn điện mà khi điều khiển remote đèn không sáng, tức là đèn có thể đang bị hỏng. A/c có thể bảo hành (nếu còn hạn) hoặc mua đèn thay thế (cung cấp thông tin một số đại lý gần địa phương của khách nếu khách có nhu cầu)
Nếu đèn hỏng và khách muốn mua đèn thay thế thì có 2 cách để add đèn thay thế vào Remote:
 Cách 1: Ra đại lý mua đèn thay thế, đem theo Remote để nhân viên đại lý add đèn mới vào Remote. khách đem về chỉ cần thay thế cho đèn hỏng là dùng bình thường.
 Cách 2: Mua đèn mới về thay thế, sau đó add lại tất các đèn vào Remote",
190,RF029,"Đang sử dụng 1 combo, có một số đèn vẫn sáng nhưng không điều khiển được, tôi xử lý như thế nào?","Có thể 1 số đèn đó bị out/ rớt khỏi mạng, a/c add lại tất cả đèn vào Remote
Nếu add đèn không được, cần thông báo cho Đại lý nơi khách mua hàng để nhân viên đại lý bảo hành hoặc khắc phục cho khách",
191,RF030,"Tôi đang dùng 1 kịch bản, nhưng muốn thay đổi ánh sáng khác với kịch bản cài đặt sẵn (thay đổi cường độ sáng/ thay đổi màu sắc ánh sáng)","-A/c muốn dùng kịch bản đó thường xuyên hay chỉ muốn tạm thời lúc đó thôi ạ.
TH khách dùng tạm thời: Nếu a/c chỉ dùng tạm thời thì có thể điều khiển trực tiếp trên remote: Nút hàng ngày ấn giữ để tăng dần cường độ sáng của đèn; nút Thư giãn ấn giữ sẽ giảm dần cường độ sáng; nút Giải trí ấn giữ sẽ màu đèn sẽ tăng màu trắng , nút Lễ hội ấn giữ sẽ chuyển màu đèn sang ánh sáng màu ấm
TH khách muốn thay thay thế kịch bản sẵn: để thay đổi kịch bản a/c vui lòng làm theo các thao tác sau: hướng dẫn khách làm theo thao tác ô bên","Bước 1: Nhấn và giữ lâu hơn 1s, các phím Hằng ngày, Thư giãn, Giải Trí, Lễ hội sẽ trở thành các phím điều chỉnh tăng, giảm cường độ sáng, tăng, giảm nhiệt độ màu. Khách điều chỉnh đến khi phù hợp thì thực hiện Bước 2
Bước 2: Nhấn đồng thời phím ""OFF"" với phím kịch bản muốn lưu trong 5s (hằng ngày, thư giãn, giải trí, lễ hội,..).
Bước 3: Đèn báo nháy đỏ là hoàn tất việc thiết lập kịch bản"
192,RF031,Muốn thay đổi kịch bản theo ý thích và lưu lại kịch bản đó,"-A/c muốn dùng kịch bản đó thường xuyên hay chỉ muốn tạm thời lúc đó thôi ạ.
TH khách dùng tạm thời: Nếu a/c chỉ dùng tạm thời thì có thể điều khiển trực tiếp trên remote: Nút hàng ngày ấn giữ để tăng dần cường độ sáng của đèn; nút Thư giãn ấn giữ sẽ giảm dần cường độ sáng; nút Giải trí ấn giữ sẽ màu đèn sẽ tăng màu trắng , nút Lễ hội ấn giữ sẽ chuyển màu đèn sang ánh sáng màu ấm
TH khách muốn thay thay thế kịch bản sẵn: để thay đổi kịch bản a/c vui lòng làm theo các thao tác sau: hướng dẫn khách làm theo thao tác ô bên","Bước 1: Nhấn và giữ lâu hơn 1s, các phím Hằng ngày, Thư giãn, Giải Trí, Lễ hội sẽ trở thành các phím điều chỉnh tăng, giảm cường độ sáng, tăng, giảm nhiệt độ màu. Khách điều chỉnh đến khi phù hợp thì thực hiện Bước 2
Bước 2: Nhấn đồng thời phím ""OFF"" với phím kịch bản muốn lưu trong 5s (hằng ngày, thư giãn, giải trí, lễ hội,..).
Bước 3: Đèn báo nháy đỏ là hoàn tất việc thiết lập kịch bản"
193,RF033,"KH ấn nhầm Remote sang chế độ Reset, Cách hỗ trợ và khắc phục",Để khắc phục việc này thì sẽ phải add lại đèn. Thao tác add dễ thôi ạ. A/c hãy thao tác trên remote và công tắc cơ như sau. Bấm link bên cạnh cách thức add đèn chi tiết,
194,CK001,Không cấu hình được HC khi thêm HC vào nhà?,"A/c cho em hỏi thông báo trên ứng dụng khi không add được HC như nào ạ ?
Nếu app thông báo ""Không thành công Xin vui lòng thử lại"" hoặc thông báo ""Không thành công HC không thể kết nối mạng, xin vui lòng thử lại mạng"". Thì a/c kiểm tra lại đường truyền mạng nhà mình. A/c hãy thực hiện lại các thao tác cấu hình cho HC. Và để ổn định nhất bên em khuyến cáo nên dùng mạng dây (Enthernet) 
'Nếu khi cấu hình HC trên ứng dụng thông báo ""Không thành công, HC đã được cấu hình"". Vậy do HC đã được cấu hình trước đó và chưa xóa đi. 
A/c cho em xin thông tin để bộ phận kỹ thuật kiểm tra và xử lý.","Ứng dụng báo ""Không thành công Xin vui lòng thử lại"" hoặc thông báo ""Không thành công HC không thể kết nối mạng, xin vui lòng thử lại mạng""
Yêu cầu khách hàng xem xét lại mạng internet của họ và thực hiện các thao tác cấu hình lại HC.
Ứng dụng thông báo ""Không thành công HC đã được cấu hình""
Liên hệ với bộ phận kỹ thuật check lại thông tin HC để có thể xóa"
195,CK002,HC bị hỏng thì khách có thể điều khiển thiết bị đèn như thế nào?,"Khách hàng có thể điều khiển bảng cảnh điều khiển, hoặc cảm biến thì có thể cài đặt kịch bản nâng cao lúc HC chưa hỏng để đề phòng TH này
'TH2: Khách hàng có thể điều khiển bằng công tắc cơ như đèn bình thường nhưng chỉ có thể bật tắt thiết bị đèn thôi.",
196,CK003,HC không phát ra wifi ?,"Wifi do HC phát ra thường có tên dưới dạng RD_HCXXXX với 4X là 4 ký tự cuối của mã MAC trên HC.
Để HC phát ra wifi thì bạn ấn giữ nút config (nút trên thân bên phải của HC) khoảng 2s cho đến khi đèn led trên vạch internet tren HC nháy sáng thì bạn bỏ tay ra.",
197,CK004,Password của wifi do HC phát ra?,Password do HC phát ra là: ABC123456 trên tờ HDSD có ghi đầy đủ.,
198,CK005,Tôi trước cắm mạng LAN cho con HC nhưng giờ muốn chuyển sang wifi thì chuyển như nào ?,"Đầu tiên, người dùng cần tháo dây mạng LAN ra khỏi HC.
Tiếp theo, thực hiện cài đặt lại mạng cho HC
Các bước tương tự như cấu hình HC với mạng wifi: a/c vào ""Cài đặt"" > ""Thông tin HC"" > ""Cài đặt"" > ""Cài đặt lại mạng"" > chờ 15s rồi ấn ""Tiếp tục"" > kết nối đến wifi do HC phát ra > Chọn mạng wifi muốn HC kết nối tới và điện mật khẩu > chờ HC tự cấu hình trong giây lát.
Để tiện hình dung a/c theo HDSD đi kèm sản phẩm HC, hoặc truy cập website của Rạng Đông để xem hướng dẫn chi tiết cách cài đặt lại mạng cho HC.",
199,CK006,Công tắc cảnh có mấy loại?,"Có 2 loại:
Công tắc dùng nguồn AC: có loại mặt hình chữ nhật và hình vuông loại này gắn tường dùng khu vực gần lối đi, công tắc 
Công tắc dùng PIN DC: loại này sẽ thuận tiện cho a/c khi có thể để bàn di chuyển giữa các khu vực dễ dàng",
200,CK007,Chế độ kết nối auto và server khác nhau như thế nào?,"Ở chế độ auto: khi điều khiển hệ thống qua ứng dụng trên smartphone : lệnh điều khiển sẽ ưu tiên được gửi trực tiếp đến cho HC xử lý trong trường hợp điện thoại và HC cùng kết nối mạng Wifi, kết nối khác mạng wifi lệnh điều khiển sẽ được gửi lên server sau đó server sẽ gửi lệnh xuống HC thông qua Internet
Ở chế độ server: khi điều khiển hệ thống qua ứng dụng trên smartphone : lệnh điều khiển sẽ được gửi đến server sau đó đẩy xuống HC qua mạng internet cho HC xử lý.",
201,CK008,HC có 2 chế độ cấu hình mạng (LAN và Wifi) thì nên chọn chế độ nào?,Nên sử dụng mạng LAN sẽ đảm bảo tín hiệu đường truyền ổn định hơn so với dùng mạng wifi.,
202,CK009,Adapter (cục nguồn) cho con HC bao nhiêu V (có thể do khách mất nên muốn thay cái khác) ?,Adapter cấp nguồn 12V cho HC.,
203,CK010,Thêm thiết bị thường với thêm thiết bị bằng điện thoại khác nhau như nào?,"Thêm thiết bị thường : dữ liệu của thiết bị sẽ được lưu trực tiếp vào HC.
Thêm thiết bị bằng điện thoại: sử dụng trong trường hợp thiết bị ở quá xa vùng phủ sóng của HC, lúc này dữ liệu của thiết bị tạm thời được lưu trên điện thoại sau đó sẽ được đồng bộ dữ liệu của thiết bị vào HC qua mạng internet.",
204,CK011,Nhà tôi mới chuyển mạng wifi nên giờ làm sao để HC bắt được mạng wifi mới ?,"Các bước tương tự như cấu hình HC với mạng wifi: a/c vào ""Cài đặt"" > ""Thông tin HC"" > ""Cài đặt"" > ""Cài đặt lại mạng"" > chờ 15s rồi ấn ""Tiếp tục"" > kết nối đến wifi do HC phát ra > Chọn mạng wifi muốn HC kết nối tới và điện mật khẩu > chờ HC tự cấu hình trong giây lát.
Hoặc A/c Thực hiện cấu hình lại mạng theo HDSD đi kèm với thiết bị HC hoặc truy cập website của Rạng Đông để xem hướng dẫn chi tiết.",
205,CK012,Cách reset một số thiết bị điện BLE?,"Cảm biến ánh sáng/ chuyển động: thực hiện nhấn nút config nhanh 5 lần liên tiếp sau đó ấn giữ nút config 2s cho đến khi đèn sáng. Khi đó đèn sẽ sáng đỏ 5 lần liên tiếp báo hiệu reset thành công. Sau khi đèn led báo nháy 5 lần tiếp tục ấn giữ nút config cho đến khi led báo nháy sáng 1 lần. Bảng cảnh DC: tương tự với thiết bị cảm biến. Bảng cảnh AC: thực hiện nhấn nút config nhanh 5 lần liên tiếp sau đó ấn giữ 2s cho đến khi đèn led trên nút config sáng nhấp nháy. Khi đó đèn trên tất cả đèn led trên công tắc sáng nhấp nháy 3 lần báo hiệu reset thành công. Công tắc AC on/off (switch on/off): bật/ tắt 5 lần (1 lần đc tính là bật khi đèn tải nối với switch on/off bừng sáng lên rồi tắt đi, sau 3s thì thực hiện lần tiếp theo). Sau khi thực hiện bật/tắt 5 lần thì đèn sẽ sáng nhấp nháy 3 lần, thực hiện tắt/ bật 1 lần nữa để hoàn thành quá trình reset thiết bị. Công tắc cảm ứng AC: Chuyển trạng thái nút 1 về tắt (led sáng xanh). Nhấn nhanh liên tiếp 10 lần nút 1 (1 lần được tính là bật hoặc tắt). Đèn led trên các nút nháy rồi tắt led báo toàn bộ và chuyển sang sáng với trạng thái bật ( led báo màu đỏ). Lưu ý: thời gian nhân liên tiếp giữa 2 lần là 500 ms",
